42.6983	13.2335
42.7123	13.2533
42.7647	13.1723
42.7803	13.1683
42.7798	13.1575
42.7298	13.2137
42.676	13.2858
42.6282	13.2648
42.7645	13.1777
42.7445	13.2097
42.6675	13.3238
42.7447	13.2827
42.6378	13.2313
42.7895	13.1453
42.7217	13.2497
42.6008	13.2763
42.7165	13.2208
43.1615	12.8797
42.6307	13.2283
42.6125	13.2497
42.7988	13.2412
42.6253	13.2545
42.7928	13.1333
42.7892	13.1233
42.6322	13.3002
42.6162	13.2812
42.6632	13.2957
42.7918	13.1437
42.6228	13.2665
42.7352	13.1897
42.718	13.2885
42.7558	13.1927
42.2743	13.391
42.7198	13.2115
42.8068	13.1488
42.7035	13.2273
42.7678	13.1538
42.8002	13.1663
42.6753	13.2607
42.638	13.2458
42.7828	13.1663
42.6403	13.2362
42.6452	13.2237
42.7293	13.2038
42.75	13.2458
42.8273	13.2442
42.6153	13.2673
42.6478	13.2547
42.7955	13.2262
42.7977	13.1613
42.6197	13.2663
42.832	13.1438
42.803	13.231
42.8115	13.1438
42.7922	13.1507
42.7807	13.1657
42.7852	13.1558
42.7647	13.1727
42.6137	13.3003
42.8125	13.1328
42.6427	13.2443
42.6322	13.2343
42.7337	13.2238
42.7448	13.186
42.7207	13.2028
42.7763	13.2077
42.6572	13.2307
42.8107	13.1538
42.7502	13.1998
42.7747	13.225
42.7587	13.1497
42.7413	13.1878
42.7992	13.2163
42.6463	13.3087
42.6352	13.2502
42.8158	13.1763
42.8047	13.1733
42.7837	13.153
42.813	13.1567
42.7987	13.1313
42.7835	13.2218
42.6473	13.2333
42.7745	13.1582
42.8132	13.1458
42.7388	13.1577
42.7792	13.1783
42.8105	13.1757
42.7707	13.1552
42.6237	13.2518
42.6882	13.2137
42.7437	13.1003
42.8028	13.1548
42.6605	13.2408
42.6427	13.23
42.7388	13.2697
42.706	13.2412
42.6542	13.2012
42.7335	13.1578
42.7222	13.1605
42.7588	13.1378
42.7788	13.1385
42.7862	13.2227
42.737	13.1768
42.7265	13.2362
42.7718	13.1978
42.7858	13.1682
42.7537	13.1877
42.7502	13.185
42.6418	13.2608
42.6862	13.1655
42.7867	13.2315
42.7132	13.1935
42.7378	13.2042
42.7608	13.1682
42.7515	13.1542
42.6125	13.324
42.8138	13.2222
42.6948	13.2417
42.7188	13.2133
42.822	13.158
42.8	13.2262
42.7373	13.1542
42.6517	13.2508
42.6172	13.2568
42.6143	13.2437
42.7582	13.1085
42.7848	13.2187
42.7125	13.1892
42.7703	13.1192
42.7397	13.2525
42.728	13.1532
42.7803	13.147
42.8338	13.2247
42.6125	13.257
42.6268	13.2732
42.7515	13.1957
42.6542	13.2103
42.8142	13.1613
42.8277	13.134
42.7002	13.2028
42.6632	13.277
42.7922	13.1538
42.6393	13.3153
42.7812	13.1477
42.7307	13.1848
42.6803	13.2288
42.8163	13.2597
42.6937	13.1707
42.8223	13.1965
42.7313	13.2067
42.6488	13.2412
42.722	13.2188
42.7368	13.2312
42.7437	13.1967
42.6922	13.2557
42.6627	13.2052
42.7243	13.1907
42.7363	13.2127
42.7927	13.1525
42.738	13.1662
42.771	13.1238
42.5248	13.2902
42.8052	13.2273
42.5842	13.2728
42.8245	13.158
42.7417	13.2448
42.7203	13.1728
42.7007	13.1898
42.813	13.1683
42.7192	13.1668
42.8212	13.2158
42.6443	13.2262
42.7908	13.1187
42.837	13.1313
42.714	13.2183
42.6005	13.2578
42.5777	13.2588
42.7818	13.1558
42.6353	13.2363
42.77	13.1668
42.8217	13.1703
42.7942	13.1342
42.8098	13.1403
42.8122	13.2253
42.6705	13.2098
42.6422	13.2188
42.8168	13.1198
42.6223	13.2502
42.6232	13.2148
42.7408	13.1615
42.6287	13.2225
42.7225	13.1642
42.791	13.1578
42.6222	13.2353
42.6843	13.2392
42.7322	13.1773
42.7827	13.1637
42.8077	13.1422
42.7717	13.2112
42.6292	13.3037
42.8025	13.2303
42.7257	13.1757
42.7432	13.2455
42.6005	13.2832
42.8502	13.0405
42.7122	13.2183
42.6777	13.2977
42.776	13.1603
42.4623	13.2928
42.5988	13.2735
42.7738	13.1793
42.653	13.2298
42.6783	13.2107
42.8313	13.2152
42.8155	13.1742
42.7887	13.1295
42.7395	13.236
42.6412	13.2517
42.7822	13.169
42.7142	13.2478
42.8135	13.1697
42.7965	13.1952
42.7332	13.2688
42.6387	13.2282
42.7595	13.237
42.6373	13.2117
42.6228	13.2793
42.7238	13.1793
42.7528	13.1702
42.7997	13.1217
42.7835	13.1318
42.6633	13.1937
42.826	13.1448
42.7912	13.198
42.8257	13.1493
42.8158	13.1217
42.8012	13.1358
42.6062	13.2855
42.7113	13.204
42.8015	13.2077
42.7502	13.1842
42.6277	13.2415
42.7238	13.2732
42.7698	13.1683
42.6528	13.2987
42.8012	13.1417
42.6525	13.213
42.6813	13.2648
42.7997	13.2348
42.8208	13.2295
42.8032	13.1717
42.6252	13.2427
42.6198	13.2928
42.7888	13.2357
42.7518	13.2638
42.7848	13.2322
42.8495	13.1567
42.7487	13.2228
42.7968	13.1523
42.6192	13.2417
42.7917	13.17
42.812	13.1813
42.618	13.289
42.7362	13.2022
42.7487	13.1807
42.8235	13.2328
42.637	13.2608
42.6043	13.2285
42.7082	13.2275
42.7457	13.2258
42.7557	13.1452
42.7558	13.236
42.7	13.1887
42.8003	13.159
42.7508	13.1993
42.7368	13.2267
42.7928	13.1868
42.6113	13.3187
42.6303	13.2373
42.8173	13.1315
42.7557	13.186
42.4938	13.2827
42.8013	13.1377
42.7927	13.1888
42.8012	13.1935
42.7992	13.1833
42.8047	13.1672
42.796	13.1673
42.802	13.1488
42.9745	13.1423
42.772	13.2267
42.6962	13.1193
42.79	13.2298
42.5765	13.2418
42.7915	13.1553
42.7838	13.1893
42.8117	13.1532
42.7292	13.158
42.8187	13.1638
42.8955	13.1753
42.741	13.2388
42.765	13.2245
42.7993	13.1863
42.8038	13.1625
42.8218	13.2433
42.6783	13.2342
42.8145	13.1635
42.7997	13.1553
42.868	13.1327
42.8162	13.1947
42.7692	13.1812
42.6045	13.2405
42.7917	13.2307
42.6883	13.2893
42.7763	13.1523
42.7765	13.1582
42.6075	13.2792
42.8302	13.2382
42.7308	13.1875
42.7248	13.2218
42.7252	13.2073
42.788	13.1978
42.718	13.187
42.7118	13.1767
42.712	13.221
42.7873	13.1525
42.7007	13.1323
42.7963	13.2013
42.7258	13.2413
42.7558	13.1568
42.8403	13.1097
42.7793	13.1533
42.6148	13.3228
42.7145	13.2475
42.7683	13.2387
42.729	13.2907
42.679	13.1515
42.7143	13.2598
42.7845	13.1152
42.7382	13.2208
42.7708	13.1922
42.7337	13.2213
42.7755	13.228
